;pilar_1;pilar_2;pilar_3;pilar_4;pilar_5;pilar_6;pilar_7;pilar_8
APA;-2.7485747024054983;0.2519726459758022;0.3563784610157975;-0.12960122699386503;-0.007874015748031496;5.840814196242171;-8.177710843373495;8.349010839248434
APD;5.977141179226865;0.1844830368670205;0.2608090282866774;-0.3003932808958806;0.01651376146788991;2.42317692513304;0.6616811813706929;14.878583393677253
APH;6.861497234985405;0.48373008770359766;0.5512101892658994;2.686395080707148;-0.025188092901537455;1.0826611411233626;0.26743679163034;8.393312655960926
APTV;4.555836671029969;0.29624188060624806;0.21220117975783917;-0.5645756457564576;-0.009064835492612517;1.3675280605586009;-0.20909090909090908;6.904512584703733
ARE;10.622303462278417;0.1272910719553787;0.8800616445726187;2.3783006984322235;0.37751512900618267;2.627879022402806;1.243262088491645;6.655205788457112
ATO;5.339560301911842;-0.3418947110400085;0.2347163767535651;0.6789297237028311;0.22317624882186615;-1.548734530461114;10.31037892732936;-2.8043972181299517
ATVI;6.6346269416617565;0.46871316074880937;0.2545247256662391;8.886446886446887;0.022546419098143235;0.5076458752515091;0.13411078717201166;5.663461730382294
AVB;5.233945185305511;0.30049520293497173;0.06310582462564185;0.1452559580623568;0.0182382078523636;1.5678786816140566;-0.10300972622935428;4.089268230176845
AVGO;7.1461154219407685;0.7402926497628208;0.5564753912451803;2.9810874704491725;0.012345679012345678;0.9246310868067876;1.429952572053995;3.9333391035879024
AVY;8.817130134891528;0.45736735430491154;0.05408388520971302;0.9726756564939674;-0.055224200653412034;1.6226552540520853;0.25636792452830187;8.610524645176957
AWK;7.048389604015616;-0.09025054466230936;0.17068811438784628;1.9647887323943662;0.016853932584269662;-10.03983101991551;6.081967213114754;-15.253787036813518
AXP;3.9165390952881096;0.7812504952848879;0.28908607451226437;1.945906432748538;-0.10645526613816535;0.8356358915058933;0.04944702676711012;2.1938117168766356
AZO;5.749054568473034;1.456309182157047;0.3435595842873826;0.6944074686794668;-0.2178332747098136;0.9548969319813855;1.8489702787230275;4.995608704954584
BA;49.004746063720454;-0.08066813711975002;-0.33306921363714237;-1.5126265706965962;-0.05656073590106068;-20.33779549985759;-1.3831270698971587;-27.161274804898888
BAC;2.386342363467307;0.24828552312452956;0.020159813169704187;0.7539491004826678;-0.16696793905947696;1.9657333333333333;-1.6914351629337692;2.0711944551298247
BALL;5.594158594329716;0.2512244553284918;0.25748884639898023;1.3475935828877006;-0.06854446154241454;3.386890756302521;-0.9631236442516269;5.37227264
BAX;4.502070703910615;0.24293682330210345;0.2104914307357258;0.7907949790794979;-0.06261510128913444;3.025810324129652;0.22942643391521197;3.8697270396158463
BBWI;2.237547170088875;0.5612917898567205;-0.05781771910291077;-0.2711571675302245;-0.01452097902097902;1.9055915721231766;1.0122222222222221;1.4791564862236628
BBY;2.1837482326838287;1.2871298671018885;0.19945181838946274;0.46416938110749184;-0.1849293563579278;0.3585725930622226;1.1467142129393786;1.3906289125984965
BDX;11.226820586096256;0.29813258410637733;0.6743570660712809;0.9018181818181819;0.3212936700419744;1.914290356649606;0.8738343390016456;5.116781500365586
BEN;1.8621065949832192;0.26987432601008277;0.3180907981602578;0.07927152708198268;-0.12329992841803865;2.029816250907285;0.09957567185289957;2.2361000022920883
BIIB;2.2305330185175127;1.148611230822272;-0.1052803102518352;-0.387145051396164;-0.2431796801505174;0.40425102828547177;0.29240398732709993;1.9264355210370558
BIO;1.0936787245233794;0.10913314197966813;0.3529342597491937;33.73158880645241;0.0038104872702748272;2.2611577825933513;-48.653264543675505;7.43015059287625
BK;1.7024646440291478;0.18063107419617244;0.04891304347826087;-0.08092909535452322;-0.13868764871442094;2.1079244686734615;-0.5287456445993032;2.7134249240736352
BKNG;5.9886313460223946;0.9213538241191636;-0.13587815298410655;-0.5022994619280449;-0.16369351349144792;0.6974778561506796;-0.42481318430599574;4.6277971657041865
BKR;-2.9747747526530612;0.10020023005154859;0.18987195086621472;-7.083333333333333;0.5807962529274004;4.011054421768708;-2.252049180327869;12.394894802721089
BLK;4.024043090139928;0.4454786208315121;0.5510367464574494;0.18732394366197183;-0.053399245379543776;6.133383354496133;0.2531990198747618;5.7097469310862285
BMY;22.7425492029871;0.5582616467433806;1.232624181748171;5.965243296921549;0.37264437689969604;1.1437973895448381;2.609952606635071;3.7244318786827653
BR;9.17361347338437;0.4085234753912565;0.20545068314585044;0.6753365973072215;-0.019491525423728815;2.0491208029048185;0.7277386290839206;8.408989740116683
BRK-B;2.4139715361599428;0.2106590675024476;0.46460887844484733;0.9981085892300846;-0.0817425358066768;1.525172582896375;-0.23256428319830927;4.784305999622769
BRO;7.22627291937596;0.4806947490915683;0.6408610487435861;0.46911893501488877;0.006434808129723384;0.9463873422584983;1.1480625109207412;5.156199637418537
BSX;8.009235973096583;0.18885437042150885;0.3138815207780725;9.009615384615385;0.03401211590394862;2.301584077985378;0.18879855465221318;12.091929371242893
BWA;2.817035169964485;0.2620672097759674;0.514189789066566;0.22073198454194135;0.1356022005703422;1.7858299332944758;0.0285345800419152;2.8766926079917106
BXP;3.813560349043174;0.20661744692258258;0.11012168745263397;0.09244462512893592;0.012925611258836501;3.07897832966626;-0.9762608202149993;2.5422970168908754
C;1.4069807300893993;0.07447130937138545;-0.011155740185424633;-4.229185054427773;-0.24661849175467854;7.042469545957918;-5.781553398058253;2.479238718936877
CAG;4.0468113128092105;0.27170217779124173;0.4290076530938175;1.0315970592835915;0.12479740680713128;2.11802114304592;0.030319262909792158;3.563603726461843
CAH;-117.05209384269664;1.1443337484433376;0.24997691881578138;-0.5256211180124224;-0.07886435331230283;1.6361954510828165;1.5457967377666249;2.2674145939710524
CAT;5.274462617855078;0.37177055519749563;0.1211781267872069;7.606100795755968;-0.08060155457924975;1.8044479667145474;0.40404040404040403;5.873257422953094
CB;3.700102229413939;0.4910123612978045;0.27044629842136275;1.2116032116032116;-0.03513484216560813;0.4175635416946241;1.4759049522540528;2.4180409883249685
CBOE;6.18449972821888;0.6735541294975463;0.5678076353685344;0.31690316156335574;0.017723880597014924;0.6018523980886084;0.6200653012763432;4.013850142174503
CBRE;3.9740614595587544;0.44881614098904543;0.9526250125971103;1.6560083531097836;-0.006791116705515687;0.7059975287239004;3.0459656351708944;3.674462079980856
CCI;13.617764308609223;0.14594706099186208;0.45559572091592326;1.4654144640647846;0.13166029234557552;5.586819023860939;0.8355256305790237;10.920292838221023
CCL;-1.0637346291746292;-0.28689681724845995;-0.8910336950314106;-4.645817344589409;0.5532503457814661;-2.2956087377916945;-4.2447434819175776;-0.8714962976217103
CDNS;18.344833814118896;0.8197071022474318;0.3807755096158993;1.893880970695881;0.0059941858969411645;0.2729892024214529;0.9622879621353603;16.134762582547186
CDW;6.3363808799152155;0.5353621392803676;0.37055590297205676;0.8902485659655832;-0.08236808236808237;1.7833518152451666;-0.017226528854435832;5.621052022564004
CE;1.4699139985244207;0.5846013041986042;0.39039087947882734;1.2419928825622777;-0.1457577955039884;0.9653620352250489;1.4067164179104477;1.9494338880626223
CF;8.84131516631579;0.6772969647251845;0.5830508474576271;1.5614525139664805;-0.11218421841541756;0.7429220287660863;1.028497409326425;3.179125438304315
CFG;2.0022415887587823;0.2037797863599014;0.1647100052567023;0.40375302663438256;-0.15425353450901774;1.1180645161290323;0.49064449064449067;2.7579263174193547
CHD;5.040521661536724;0.6723313952485291;0.3744240241512632;0.1131288673661555;-0.02274541101356744;0.689804716569581;0.37470542026708564;4.580563873848444
CHRW;3.598849995737855;0.5388672970576445;0.5536719083109047;0.6721265693919306;-0.057805277007325226;0.7337931636999017;-0.9262918026351301;4.868735874194606
CHTR;3.0258015431806085;0.2377939010419508;0.24292345061446333;-0.5296614451743304;-0.20802463096910587;4.277624837500956;1.1263467189030363;2.3912323964211977
CI;4.485647811100374;0.37852722772277225;3.1876201460976548;1.398301296379079;0.3852775170412392;1.2905345757724376;0.6699861687413554;3.4906949011607
CINF;2.146610612201308;0.4869304385087845;0.6800418702023726;1.8191387559808612;-0.019525358251192563;0.3794367849809328;0.8976833976833977;2.3585010407744207
CL;5.29420901064195;1.588596092685143;0.12728096285751261;0.07015810276679842;-0.04173281923338625;0.7162877162877163;0.10275889644142343;4.410705233233233
CLX;4.328974489356374;1.1814795103778606;0.2290306378704169;0.012838801711840228;-0.026234364458368555;0.8301801801801801;0.4835164835164835;3.8931520576576575
CMA;1.8499140224159403;0.465444683437763;-0.036045681655960025;0.5720053835800808;-0.22672824086995624;0.5617842073538276;-0.45454545454545453;1.7908149005424954
CMCSA;1.9612899895867952;0.34394821669959447;0.3687683025791201;-0.3772157466461403;-0.012166631383381678;2.2532990703650517;0.6909756580249357;2.140979788194392
CME;4.76094818227683;0.36645549921541676;0.2867176996734985;-0.35118373775655853;0.05626396856279912;0.7947023382965736;0.29382996872334377;5.426708433615556
CMG;22.971822629247644;0.3613653740111192;0.685962105364743;2.704810698257618;-0.0201467129970868;1.656225934221911;2.354023521140264;18.703793301752214
CMI;3.6582120927038626;0.6863569321533923;0.17588603877031525;1.1331331331331331;-0.11044417767106843;0.776297410551198;-0.1301775147928994;3.6633218764370903
CMS;4.255903851622874;-0.020428422152560084;0.11332219352878627;1.891304347826087;0.0325;-18.59079283887468;-25.253333333333334;-42.25426790792839
CNC;7.459772657640232;0.22517366420551357;1.603902277706585;0.6268115942028986;0.689368115942029;2.4902987970508343;2.0880974695407684;4.489758398137369
CNP;4.893336593886463;-0.16188572772160828;-0.13126690243395048;-0.17075892857142858;0.4038295542087042;-5.804163640764948;627.4;-4.340156204308884
COF;1.3672098266485146;0.6710779805411685;0.15956109269630814;5.251261352169526;-0.12742668318876496;0.6097318195588511;-0.06487389851109085;0.5650176705376593
COO;3.212125344736463;0.23746604668293356;0.36629266012155215;6.896755162241888;0.010245901639344262;0.9364579294300116;0.1239279588336192;6.480609228383094
COP;9.712476048305415;0.3810376492194674;0.5745207173778603;-10.449122807017543;0.08448221922659245;1.3348596216411617;3.695092518101368;7.009819741816283
COST;11.670892087657593;0.7730317961079012;0.5185351676031776;0.8689809630459127;0.010610418372536989;0.5387472487160675;0.2713068181818182;9.890396032281732
CPB;3.8497386532965656;0.55908122188018;0.4521158129175947;0.12965050732807215;-0.006557377049180328;1.432867429055485;-0.2025183630640084;3.2521405099534095
CPRT;4.476645303301867;0.41845737991287957;0.8594933220808837;1.3755222245051708;0.033084666311011604;0.3613057315438619;0.6502907340252595;8.035998729341467
CPT;11.893477921301292;0.08995361065817249;0.2693862554612297;0.5472146704544297;0.11475535251751386;5.027900399281861;0.09724127756878366;17.779136110118678
CRL;8.193851002886444;0.3223654048360654;0.9057698612350015;2.1695675084106845;0.05922368947579031;1.9017262099246721;1.2752337128048103;6.22100578722871
CRM;24.51839014088771;0.3031811864193913;1.5324166490307893;21.66856684777768;0.320156964918428;0.48880923722423186;1.4089645750895043;9.505092913384521
CSCO;4.352022167481747;1.3273233461487473;0.03776689928132486;0.10219585804974503;-0.15728542914171656;0.42755835854117913;0.14327757125154894;2.679184926887735
CSGP;26.414197517069727;0.25900860755670246;1.0141676077204398;1.3844818452259668;0.18198493975903615;0.6816891286034161;0.9243734657761032;17.84470122827328
CSX;3.522471085383502;0.4437780121276035;0.0976507713884993;-0.3089014805337233;-0.15730337078651685;1.8415268082578344;1.3100558659217878;4.880346282489232
CTAS;10.146780480921416;0.6640208707361562;0.33680831787166843;1.311107782687203;-0.0008574368354864525;0.6148868067303166;1.4813380353466377;10.009924478876405
CTLT;6.751468015206436;0.014446952595936794;0.9263756384311458;4.327868852459017;0.344;33.474264705882355;-2.5842204132748905;70.18920470588235
CTRA;8.7269212420306;0.14417318172643476;0.9549727103041062;10.534668751805405;-0.1406277291987881;3.2396168460075994;6.028337899133247;10.983902731227536
CTSH;3.115460449197861;0.8480891953348493;0.24962862930452398;0.4208776595744681;-0.11467116357504216;0.20169520844144612;0.04380593499764484;2.418644956927867
CVS;4.7379203829986665;0.311193994449847;0.5809866587286553;0.19269102990033224;0.2833333333333333;1.7113050437301118;1.585810477910987;2.5042429356147937
CVX;9.549679353950033;0.3497831404071006;0.1554271797080357;0.6992930940728657;-0.0068019804188792;1.2149997496703993;1.9715933061454085;5.900717245706847
CZR;-3.619705873410024;-0.0020988119197558916;5.494722783243208;-14.781444414390046;0.9364391841686385;-436.0461519425885;6.277553029816563;-141.40590150952735
D;5.61026934846765;-0.04312922564774853;0.10948673128873351;0.09636545515171724;0.27358490566037735;-21.72438524590164;1.013612565445026;-18.56868861202186
DAL;120.49918822988506;0.023777420525851786;-0.27507031325768594;-0.9217221135029354;-0.09926213179972902;51.91494002181025;-0.9864757358790772;22.86462241221374
DD;3.443462318952565;0.16840241065764433;-0.7334837718455924;3.4294520547945204;-0.009683779155624031;2.259456914142207;-1.191047162270184;5.036286593627374
DE;7.3632687822001275;0.1253437616387337;0.4655471001456064;1.761798897688852;-0.024726134585289515;4.493623495014084;-14.110828025477707;14.435199368648751
DFS;2.033892030025021;0.8205440761111937;0.2212791755077296;1.5959980943306336;-0.17914438502673796;0.6875973767165477;0.16733466933867736;1.0603151754773723
DG;6.571983644538748;0.3906302094443523;0.5348822496322533;1.12211651359208;-0.11782437605974755;1.705314478041613;1.7262116593044237;7.266698779585378
DGX;3.0418825193370167;0.5385996409335727;0.3994032948501751;1.58419689119171;-0.10218978102189781;0.8958333333333334;0.9826652221018418;2.936430592
DHI;2.5104004109987157;0.14137503871167545;0.9710595415513449;3.0213790446841293;-0.035265829548490515;2.2662582146768893;-0.038876889848812095;9.165418970427163
DHR;9.680590050356003;0.3217227424798025;0.6068457203336661;1.581357088399342;0.027019258407588388;1.3562593090420314;1.4714855503463717;8.013908741235877
DIS;5.698535530774801;0.17169390491616107;0.22273609373016304;-0.7778396436525612;0.15816326530612246;3.0744635607964432;-0.7719036697247706;6.997973480146917
DISH;0.7634699612517326;0.053877304262047836;0.242487670566572;0.14864184259792662;0.12903013791386905;12.54736351609172;-1.586404035044348;3.412372836967571
DLR;8.515573309502273;0.2192533617663497;0.8014697745418092;5.884983021763562;0.6264906622157107;2.1295581973792883;0.6634610404522601;3.7459095421427415
DLTR;11.034032581070061;0.3299931463143715;0.2311913587397197;0.4973220263334077;0.002969876962240136;1.7332235193010097;0.6407872167554391;6.2993476129771535
DOV;4.954241823952146;0.532473997613326;0.009788088428281643;0.3845835412393044;-0.07520955776086329;1.0177874609864976;0.5114656287210478;4.919429061352143
DPZ;8.90405286469593;1.3424342488195593;0.6651963012632713;1.2885251399770818;-0.1919285978006344;3.0997721395476066;1.2037006269729535;9.219452288897726
DRI;7.755056680476875;0.38598001422208916;0.0036121726032746645;0.31350448758088084;0.04907481898632341;1.9375868644752579;0.5882049518569463;5.929025201848799
DTE;3.821161491049491;-0.05114226375908619;0.1869596256048227;-0.2001763668430335;0.0782122905027933;-17.882523567802757;4.3007518796992485;-15.788961693981145
DUK;4.879942981975877;0.005907045723047533;0.06501166984935286;0.27754168028767573;0.05285714285714286;145.41843971631207;-6.846262341325811;102.1534730893617
DVA;2.1179981388535727;0.440417683662141;0.06823462111531932;0.4744175112790792;-0.4421222629749768;2.4245194857632444;0.2865818066072706;1.2612042132748829
DVN;12.939027439572193;0.21800037190851052;-0.12495519392071117;2.1325167037861914;0.2895238095238095;2.4279215240261585;26.807692307692307;13.759443452942849
DXC;-2.648844931257121;0.45373085695666343;1.3306165373997634;0.21138211382113822;0.8102428947930764;1.540394973070018;-1.7963340122199594;1.2521380078994615
DXCM;19.46233086523335;0.132314843958066;2.407794015309673;-4.081673306772909;0.1205098493626883;3.460750228728271;1.05;20.374015531564503
EA;5.314578685590152;0.7904411764705882;0.16181630546955625;-0.1344364012409514;-0.0462046204620462;0.3209302325581395;0.4365079365079365;4.741235894573643
EBAY;1.1111397464451827;0.5824610737905536;0.08916065642312114;-14.393700787401574;-0.3919172932330827;1.0930710773357175;-0.10766129032258065;2.242644593294591
ECL;8.734032577580747;0.4304649887256993;-0.07986530137372365;-0.2509281357730045;-0.011395027624309393;1.4723720535145466;0.16046454567759877;5.466823080908898
ED;4.756093610870539;-0.09105431309904154;0.13654117842599517;-0.11737704918032787;0.15076522305437967;-8.976928622927181;15.052631578947368;-7.654784645998558
EFX;11.353021275818783;0.2532570452220636;0.46448753792159897;0.26715477609398947;0.01498751040799334;2.285130936529072;0.4483104717296755;8.831471410563692
EIX;6.250269966555184;-0.3449347026752885;0.20982142857142858;0.34252539912917274;0.1656441717791411;-2.9618942596336457;21.178423236514522;-1.3738876824113215
EL;9.846627525987525;0.6810429880197322;0.37136332882273343;1.2978382706164933;-0.011441024244075185;1.0949917218543046;1.3101851851851851;7.841436821192053
EMN;2.367005205792014;0.5112745098039215;0.09707822808671066;-0.38078034682080925;-0.06422651933701658;1.2962607861936721;0.03273809523809524;2.0688033994247363
EMR;5.155009560369111;0.6859596494323863;0.19470649895178196;0.5171277997364954;-0.0715171345037758;0.7328074086777568;1.084958217270195;4.550748021265649
ENPH;99.28928644797836;0.40702303002628354;3.8295360035783426;-4.218467870419543;0.5138957547112939;2.0188750118949637;-10.198169701808801;63.61434495561718
EOG;6.503409042715601;0.35810033111403855;0.7552238635485452;0.8059466912725612;0.011138183083884442;1.1944763373581373;34.01920705345373;8.273776130437533
EPAM;12.81813697017467;0.5648226047945243;1.5910229115418133;5.619736118746564;0.08779307563799758;0.1708779268598195;1.783471653438674;11.474727159148802
EQIX;27.849186124421045;-0.01870648431319275;0.5189759336768284;1.1469083448506752;0.16920394514273818;-31.881070292985576;-4.376512196734316;-113.68047016530411
EQR;5.13046856215882;0.28806497415754734;-0.0029978886512373928;1.2087019060276343;0.02000174402127706;1.6196281127657162;0.04313372736477736;4.019507477916178
EQT;-3.8060360233200217;-0.04762703847940802;-0.008520543513426076;-1.765323702759443;0.9041092966165012;-12.370863227651075;-1.5420268978572214;-29.634536038279997
ES;4.954485094598453;-0.11995705436397142;0.272327786377709;0.2353562160170689;0.0838431587664372;-6.647632711005684;13.927791389138545;-6.324723857757675
ESS;6.010724126069756;0.2363264812808774;0.05620430838353866;0.1281465112144073;-0.005698052785274245;2.169854637667793;-0.9999989185617802;4.694378628028305
ETN;5.805767395686095;0.44333188788583594;-0.03803175847872966;-0.2817420435510888;-0.10258717660292463;0.9215721145296105;-0.26001863932898417;5.6245630247199
ETR;4.387757147555646;-0.23554876172388858;0.06035632730779889;1.6300954736418927;0.1185008017702411;-4.548659687724003;1.9905994987366828;-2.4356157109284777
ETSY;11.356662310622276;0.5572790875442283;4.278672622730497;5.033092909535452;0.07327807671768796;1.539171943265533;10.487929382279228;7.416827678425378
EVRG;4.774138471802934;0.01839022501862088;1.1729651812930595;1.7157940232156088;0.6123371518418689;43.102056260042154;-5.200469575690324;38.51464620976144
EW;9.145121832791931;0.6834911587141063;0.5231566384304136;1.575565455791638;-0.014382803856488068;0.36640810653275346;0.6993456131846825;9.593295538716765
EXC;2.9369289017359708;-0.10911516344609647;0.08398198681816826;-0.5474801061007958;0.0337909186906019;-9.745637982195845;46.77884615384615;-4.317372634777448
EXPD;4.218234479420386;0.7775727112648088;1.387464405165304;1.892625857012946;-0.05635798646560333;0.12506267062137474;1.114325128358861;5.211362546544895
EXPE;-11.246501427843427;0.1809435366445559;-0.14531477824109398;-0.9603136806680002;-0.003957287675027536;3.820595630232866;1.8241478879965909;6.27498571903735
EXR;7.852263599036017;0.3684336868536372;0.42746529666274213;0.7278215831303118;0.05880157609445542;1.6180110841123734;0.6093076823914946;5.604615273789328
F;1.9292881600914809;0.2997123977310786;-0.13034520589886206;1.3595106550907656;-0.0017850565535573275;2.0874454574479406;-0.1346066805467548;0.9576288600517933
FANG;-38.11428423331991;-0.17886562094115296;4.640144351848087;3.524520954420946;0.8574873278745716;-2.294351789063748;-1.6816641057644335;-8.16532561753393
FAST;7.2883928244783;0.8444414243000815;0.36906958205215806;0.5986864846180435;-0.0024288688410825814;0.18495509704831492;0.3185041908446164;9.162396812051373
FBHS;2.9772772637043823;0.4406019464551657;0.449113243616679;0.6343630977570884;-0.0872024376894735;1.139920606846677;0.09005283712382266;3.065391471131549
FCX;5.687997752779307;0.32481395632548493;0.3927330366396391;1.3698403962575674;0.014840024879060124;1.7944600938967137;0.7114914425427873;4.852155829483568
FDS;9.35277262577075;1.0229669514737225;0.30320370723702256;0.5472452073306254;-0.03607133858793955;0.46367149648072004;0.7411418398462976;8.01705496349857
FDX;2.838099524682073;0.040046181758205505;0.3919163116099405;0.745412078745412;-0.0009596528087270081;18.512767710049424;-23.85483870967742;17.09639359472817
FE;7.456910752242926;-0.04193181468843186;-0.205821502461297;-1.744199535962877;0.22522522522522523;-23.71041055718475;-0.6215098241985523;-15.843201876832845
FFIV;4.347556029112777;1.0616207298281803;0.24562915272953975;-0.2127573610672092;-0.050831346516447724;0.3814818047751841;-0.11905819954128441;2.584383080577212
FIS;12.060480547728769;0.1605187953396351;0.5211005151814097;-0.6838514025777104;0.8757575757575757;1.9270519492376519;2.155141843971631;3.345178481146718
FISV;11.084564140975436;0.19897719367514619;1.8486657303370786;0.07062600321027288;0.5895953757225434;2.4571482566380043;1.4030100334448161;5.8842560090711515
FITB;2.1608179264599854;0.2325232875907261;0.3346133705707802;0.2625341841385597;-0.05481203203673267;1.4938708454442058;0.8962787015043547;3.0300057768229496
FLT;3.6050789618964587;0.5639294108362193;0.2596968799815784;0.13414887868143746;-0.10197631928365285;1.0521682972998063;0.789430840612255;2.8843842454312565
FMC;5.62925818000214;0.31514269165140346;0.7526575418606267;0.37458006718924974;-0.03425167535368578;1.9915056380706373;1.8823058446757406;7.838904900899111
FRC;4.041365912609993;0.174799209833187;0.9427005182231967;0.9507430773697965;0.12292544282596558;1.7283093658696822;0.1899242044303977;5.159858564925616
FRT;6.3921778228168;0.005763495807968856;0.10949579400663441;-0.09801527349489848;0.07236851227865829;116.73040419123788;-1.5160394250238458;206.9018422211536
